V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3_1_TEXT,Q1.3_2_TEXT,Q1.3_3_TEXT,Q1.3_4_TEXT,Q1.3_5_TEXT,Q1.3_6_TEXT,Q1.3_7_TEXT,Q1.4,Q1.5_1,Q1.5_2,Q1.5_3,Q1.5_4,Q1.5_5,Q1.5_6,Q1.5_7,Q1.5_7_TEXT,Q1.6,Q1.6_TEXT,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_4,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7_1,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8,Q4.9,Q4.10,Q5.1,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q6.1,Q6.2,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.6,Q6.7_1,Q6.7_2,Q6.7_3,Q6.7_4,Q7.1,Q7.2,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7_1,Q7.7_2,Q7.7_3,Q7.7_4,Q8.1,Q8.2,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.4,Q8.5_1,Q8.5_2,Q8.5_3,Q8.5_4,Q8.6,Q8.7_1,Q8.7_2,Q8.7_3,Q8.7_4,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q10.1,Q10.2,Q10.3,Q10.4,Q105,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11,Q10.12,Q10.13,Q10.14,Q10.15,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q12.1,Q12.2_1,Q12.2_3,Q12.2_4,Q12.2_5,Q12.3_1,Q12.3_3,Q12.3_4,Q12.3_5,Q12.4_1,Q12.4_2,Q12.4_3,Q12.4_4,Q12.5_1,Q12.5_3,Q12.5_4,Q12.6_1,Q12.6_3,Q12.6_4,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5_1,Q13.5_2,Q13.5_3,Q13.5_4,Q13.5_5,Q13.5_6,Q13.5_7,Q13.5_8,Q13.5_9,Q13.5_10,Q13.5_11,Q13.5_11_TEXT,Q13.6_1,Q13.6_2,Q13.6_3,Q13.6_4,Q13.6_5,Q13.6_6,Q13.6_7,Q13.6_8,Q13.6_8_TEXT,Q13.7,Q13.8_1,Q13.8_2,Q13.8_4,Q13.8_5,Q13.8_6,Q13.8_7,Q13.8_8,Q13.8_8_TEXT,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.13_TEXT,Q13.14,Q13.15,Q13.16,DO-BR-FL_33,DO-BR-FL_41,DO-BR-FL_40,DO-BR-FL_30,DO-BL-Opinioncredibility,DO-BL-EFSAReputationbarometer,survey.name
R_1ohBDSoO1AjTcdg,Default Response Set,Anonymous,,,,0,5/16/2019 11:29,5/16/2019 11:51,1,1,1,Chrome,74.0.3729.157,Windows NT 6.1,1680x1050,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36",1,,,1,,,,,,3,,1,7,6,5,12,7,12,5,39.07,51.574,52.644,4,,,,,,,,,,,,,1,3,1,6,4,1,9,8,9,8,9,8,7,7,1,,,,,,,,,,,,,,,,,1,1,0,0,22.058,0,1,0,0,41.897,0,1,0,0,78.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,7,7,7,1,8,8,7,7,7,6,7,7,7,7,7,8,7,6,7,credibility,9.875,9.875,56.313,1,1,12,12,12,12,7,4,7,8,1,1,1,1,8,8,8,7,8,8,1,3,1,3,,,,,,,1,,,,,,,,,1,,1,,,,2,,,,,1,,,,,1,,2,2,,2,no,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.3|Q9.6|Q9.4|Q9.2|Q9.7,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.9|Q10.12|Q10.13|Q10.11|Q10.6|Q10.14|Q10.15|Q10.10|Q10.7|Q10.8,EFSA_SURVEY_06
R_245WqYInxDGs3pT,Default Response Set,Anonymous,,,,0,5/16/2019 20:10,5/16/2019 20:17,1,1,1,Chrome,74.0.3729.157,Windows NT 10.0,1920x1200,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36",1,,,,1,,,,,4,,1,9,8,8,7,7,7,5,9.628,15.494,16.299,4,,,,,,,,,,,,,1,10,1,9,9,1,11,10,6,1,11,6,11,11,3,1,1,0,0,2.393,0,1,0,0,4.072,0,1,0,0,12.726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,10,10,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,?,1.699,3.778,7.176,2,1,12,12,12,12,12,12,12,12,6,6,6,6,12,12,12,12,12,12,1,3,1,2,,,,,,,,,,1,,,,1,,,,,,,,2,,,,,,,1,Swedish,2,,2,,2,,2,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.7|Q9.4|Q9.5|Q9.6|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.12|Q10.10|Q10.14|Q10.7|Q10.8|Q10.6|Q10.9|Q10.11|Q10.13|Q10.15,EFSA_SURVEY_06
R_2gdmqRpwkXvz3IR,Default Response Set,Anonymous,,,,0,5/17/2019 11:32,5/17/2019 11:44,1,1,1,Chrome,74.0.3729.157,Windows NT 10.0,1280x720,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36",1,,,1,1,,1,,,1,,,,,,,,,,,,,,1,9,8,9,9,10,11,9,19.734,33.212,35.069,5,1,4,1,2,5,1,10,9,9,5,7,7,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.664,2.664,17.456,1,1,5.308,5.308,8.512,1,1,24.677,24.677,30.701,1,,,,,,,,,,,,,,,,,1,5,8,9,4,8,6,1,4,2,9,9,8,9,10,9,8,9,9,9,9,9,9,safety of the EU food chain,3.089,44.832,48.413,5,1,7,10,7,8,1,1,1,1,1,1,1,1,7,7,7,4,4,4,1,4,1,2,1,,,,,,,,,,,,1,,,1,,1,,,,2,,,,1,,,,,2,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.3|Q9.6|Q9.4|Q9.7|Q9.5|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.10|Q10.7|Q10.5|Q10.9|Q10.14|Q10.8|Q10.13|Q10.6|Q10.12|Q10.11,EFSA_SURVEY_06
R_2qqhXa8ORtkZn8o,Default Response Set,Anonymous,,,,0,5/14/2019 16:45,5/14/2019 16:56,0,1,1,Chrome,74.0.3729.131,Windows NT 6.1,1152x720,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36",1,,,1,,,,,,3,,,,,,,,,,,,,,1,7,5,9,,10,10,,7.055,8.927,11.73,2,1,2,1,2,2,1,6,8,10,7,11,6,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,18.244,0,1,0,0,23.172,0,1,0,0,51.959,0,,,,,,,,,,,,,,,,,1,10,2,3,9,8,10,1,4,2,9,9,10,9,7,6,9,9,9,9,9,8,8,defensible conduct.,2.523,2.523,21.901,1,1,3,3,3,9,3,4,2,9,6,6,6,4,4,4,4,3,3,3,1,4,1,3,,,,,,,,,,,1,History,,,,1,,,,,,1,,,,,,,,,2,,2,,1,,,,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.3|Q9.7|Q9.5|Q9.6|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.10|Q10.12|Q10.6|Q10.5|Q10.13|Q10.9|Q10.11|Q10.8|Q10.14|Q10.7,EFSA_SURVEY_06
R_xlyDEYDKygokOxX,Default Response Set,Anonymous,,,,0,5/16/2019 11:24,5/16/2019 12:30,0,1,1,Safari,12.1.1,Macintosh,1920x1080,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",1,1,1,,,,1,,,1,,,,,,,,,,,,,,1,11,10,10,12,11,11,11,4.037,10.404,11.142,4,1,1,1,9,3,1,11,2,6,10,11,11,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1.795,0,1,0,0,3.897,0,1,0,0,1.991,0,1,2,11,11,8,6,9,1,11,11,5,8,9,4,11,11,11,6,11,10,8,4,11,"good reputation, reliable. industry meddling with these processes does not undermine the process. facts and experience also from industry is necessary. pure political guidance is more complicated.",0.71,0.71,39.454,1,1,11,11,11,11,11,11,11,11,2,1,3,3,11,11,11,11,11,11,1,3,2,3,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,,,1,Finnish,,1,,2,2,,2,"this survey was a bit too long and not directly relevant for our organisation to participate in. I would be grateful if you could motivate a bit further next time why I as a manager should spend time on these type of things, considering the calendar constraints. ",,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.5|Q9.4|Q9.7|Q9.3|Q9.6|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.6|Q10.13|Q10.12|Q10.5|Q10.7|Q10.15|Q10.11|Q10.9|Q10.10|Q10.14|Q10.8,EFSA_SURVEY_06
R_2wKBoL068T1SxqZ,Default Response Set,Anonymous,,,,0,5/16/2019 12:39,5/16/2019 12:52,0,1,1,Firefox,66,Windows NT 10.0,1920x1200,32.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,1,,1,1,,,,,1,,,,,,,,,,,,,,1,7,8,7,9,9,7,10,9.348,35.844,37.035,5,1,4,1,11,10,1,8,2,8,7,9,1,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,16.34,0,1,0,0,42.026,0,1,0,0,56.86,0,1,10,8,3,10,10,6,1,9,9,9,10,,9,6,,,6,9,,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.7|Q9.5|Q9.3|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.7|Q10.11|Q10.6|Q10.13|Q10.14|Q10.10|Q10.15|Q10.9|Q10.12|Q10.8|Q10.5,EFSA_SURVEY_06
R_2Qy1VpP5kkKL38p,Default Response Set,Anonymous,,,,0,5/16/2019 13:19,5/16/2019 13:33,0,1,1,Chrome,74.0.3729.157,Windows NT 6.1,1366x768,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36",1,,,1,,,,,,4,,1,10,7,6,12,8,,,5.742,18.435,19.655,4,,,,,,,,,,,,,1,9,1,6,5,1,11,11,6,11,11,6,13,13,1,1,1,9.089,9.089,10.03,1,1,8.585,8.585,9.479,1,1,28.526,28.526,29.609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,3,3,8,10,2,1,7,3,9,9,9,8,8,9,9,9,9,10,10,10,9,scientific institution,5.463,7.085,15.155,2,1,8,1,8,9,11,3,11,11,1,1,1,1,9,9,9,2,2,2,1,4,2,4,,,1,1,,,,,,,,,,,,,,1,,,,2,,,,,,,1,Romanian,2,,2,,2,,2,No,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.4|Q9.6|Q9.7|Q9.5|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.6|Q10.12|Q10.14|Q10.10|Q10.13|Q10.9|Q10.11|Q10.5|Q10.15|Q10.8|Q10.7,EFSA_SURVEY_06
R_1hMwuDctsDiy3B5,Default Response Set,Anonymous,,,,0,5/16/2019 14:12,5/16/2019 14:14,0,1,1,Chrome,74.0.3729.131,Macintosh,1440x900,-1,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36",1,,,,,,,1,Craft and SMEs,3,,1,8,9,8,7,7,7,7,9.045,14.666,15.581,5,,,,,,,,,,,,,1,8,1,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_SURVEY_06
R_1msoiZqaquXBm6L,Default Response Set,Anonymous,,,,0,5/16/2019 12:18,5/16/2019 16:25,0,1,1,Edge,17.17134,Windows NT 10.0,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,1,,,,,,1,,1,,,,,,,,,,,,,,1,9,9,9,12,12,12,12,4.531,12.187,13.536,6,1,4,1,5,4,1,8,8,8,5,8,5,7,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,8.985,0,1,0,0,6.282,0,1,0,0,21.396,0,1,6,6,6,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.6|Q9.7|Q9.2|Q9.5|Q9.3|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.14|Q10.9|Q10.11|Q10.6|Q10.12|Q10.8|Q10.7|Q10.5|Q10.10|Q10.15|Q10.13,EFSA_SURVEY_06
R_3I0hkAQjQLt0dkG,Default Response Set,Anonymous,,,,0,5/17/2019 7:01,5/17/2019 7:11,0,1,1,Chrome,74.0.3729.131,Macintosh,1280x800,-1,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36",1,,,1,,,,,,5,,1,9,9,9,10,10,10,10,25.794,29.726,31.743,4,,,,,,,,,,,,,1,4,1,5,4,1,8,5,10,2,9,4,8,9,1,,,,,,,,,,,,,,,,,1,1,0,0,27.257,0,1,0,0,28.088,0,1,0,0,42.273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,7,9,9,6,1,7,8,7,8,7,6,6,6,7,6,8,6,6,7,6,reliable institute,5.726,5.726,26.443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.3|Q9.7|Q9.2|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.7|Q10.9|Q10.11|Q10.12|Q10.10|Q10.8|Q10.6|Q10.13|Q10.14|Q10.5,EFSA_SURVEY_06
R_2E3PCEz863gO4nd,Default Response Set,Anonymous,,,,0,3/11/2019 15:46,3/11/2019 15:58,1,1,1,Edge,17.17134,Windows NT 10.0,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,1,,,,,,,,3,,1,8,8,8,8,9,,9,19.763,25.898,27.091,3,,,,,,,,,,,,,1,3,1,7,5,1,9,8,6,5,9,9,7,7,1,1,1,0,0,2.212,0,1,0,0,11.321,0,1,13.81,13.81,15.159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,6,8,8,7,1,6,6,9,,8,8,8,8,8,8,8,8,8,8,8,-,3.879,3.879,6.678,1,1,9,12,10,9,10,12,10,10,2,4,3,2,12,12,12,12,12,12,1,5,1,3,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,2,,2,,2,,1,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.2|Q9.6|Q9.4|Q9.5|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q10.5|Q10.11|Q10.6|Q10.12|Q10.10|Q10.7|Q10.13|Q10.15|Q10.8|Q10.14|Q10.9,EFSA_survey_05
R_28S8tltpr83W1vp,Default Response Set,Anonymous,,,,0,3/12/2019 8:36,3/12/2019 8:57,1,1,1,Firefox,65,Windows NT 10.0,1536x864,32.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,1,1,,,1,,,,,4,,1,9,10,4,10,10,10,10,18.732,24.205,26.051,4,,,,,,,,,,,,,1,9,1,6,7,1,8,6,10,9,4,6,8,8,1,,,,,,,,,,,,,,,,,1,1,41.23,41.758,55.36,2,1,0,0,40.148,0,1,0,0,72.473,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,2,10,10,2,1,2,2,10,,10,8,8,4,10,4,10,10,10,10,10,delivering good work.,29.339,29.339,65.505,1,1,8,3,9,10,11,1,11,11,6,6,6,1,3,3,2,2,2,2,1,4,1,3,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,,1,,2,1,,,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.4|Q9.7|Q9.6|Q9.2|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q10.14|Q10.13|Q10.5|Q10.15|Q10.11|Q10.9|Q10.6|Q10.7|Q10.10|Q10.12|Q10.8,EFSA_survey_05
R_cMxy9pqZZ3wczV7,Default Response Set,Anonymous,,,,0,3/14/2019 8:40,3/14/2019 8:50,1,1,1,Chrome,72.0.3626.121,Windows NT 6.1,1536x864,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,,,,,,,1,Structural funds,7,Managing Authority ESIF,1,10,10,10,10,10,10,10,7.469,14.197,15.181,4,,,,,,,,,,,,,1,2,1,2,2,1,11,10,9,11,11,9,10,11,1,,,,,,,,,,,,,,,,,1,1,0,0,14.351,0,1,0,0,34.532,0,1,0,0,69.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,1,11,11,1,1,1,1,11,,11,11,11,11,11,11,11,11,11,11,11,reliability,3.591,3.591,8.813,1,1,11,11,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,,,1,,,,,,,,,,,,,1,,,1,,,2,,,,1,,,,,,1,,1,2,,2,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.3|Q9.5|Q9.4|Q9.6|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q10.13|Q10.10|Q10.7|Q10.11|Q10.14|Q10.5|Q10.8|Q10.15|Q10.9|Q10.6|Q10.12,EFSA_survey_05
R_1IbEAaY6WXgI7ao,Default Response Set,Anonymous,,,,0,3/11/2019 11:43,3/11/2019 11:47,0,1,1,Chrome,72.0.3626.121,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,1,,1,1,,1,,,4,,,,,,,,,,,,,,1,9,7,9,,8,,10,12.976,15.918,21.717,2,1,2,1,3,6,1,9,6,9,6,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,,,,,EFSA_survey_05
R_1mXBiQcBq9e54Hs,Default Response Set,Anonymous,,,,0,3/11/2019 12:08,3/11/2019 12:13,0,1,1,Chrome,72.0.3626.105,Android 8.1.0,412x732,-1,,"Mozilla/5.0 (Linux; Android 8.1.0; BBD100-2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",1,,,1,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,,,,,EFSA_survey_05
R_1gbtTD9OqHp1svF,Default Response Set,Anonymous,,,,0,3/19/2019 11:15,3/19/2019 11:33,1,1,1,Firefox,65,Windows NT 10.0,1280x1024,32.0.0,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:65.0) Gecko/20100101 Firefox/65.0,1,,,,1,,,,,4,,1,10,8,10,9,10,9,10,22.165,33.732,34.703,6,,,,,,,,,,,,,1,9,1,11,10,1,8,2,10,3,10,3,9,7,1,1,1,0,0,7.53,0,1,0,0,16.867,0,1,0,0,88.147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,8,10,9,10,1,4,8,9,,10,7,8,6,8,9,8,8,4,9,7,regulation,1.143,1.143,13.676,1,1,10,5,11,9,10,3,11,9,5,2,5,3,7,12,7,9,9,9,1,3,1,3,1,,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,2,,2,,2,,2,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.3|Q9.6|Q9.5|Q9.2|Q9.7,Q10.1|Q10.2|Q10.3|Q10.4|Q10.10|Q10.7|Q10.5|Q10.14|Q10.13|Q10.8|Q10.15|Q10.9|Q10.11|Q10.12|Q10.6,EFSA_survey_05
R_1GTwjDIqt710WVx,Default Response Set,Anonymous,,,,0,3/20/2019 14:59,3/20/2019 15:15,1,1,1,Firefox,66,Windows NT 6.1,1920x1080,21.0.0,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,,,,,,,1,Regional development,7,Funding instrument,1,10,10,10,10,10,10,10,8.324,11.483,12.813,5,,,,,,,,,,,,,1,4,1,5,5,1,8,4,8,6,10,5,7,5,1,,,,,,,,,,,,,,,,,1,1,70.523,91.891,109.917,4,1,0,0,27.846,0,1,1.561,44.248,45.479,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,3,3,9,9,1,1,1,1,11,,9,9,11,6,8,9,9,11,9,9,8,independence from political influence,0,0,23.76,0,1,12,12,12,12,7,5,12,12,1,1,1,1,3,3,3,4,4,4,1,3,1,3,,,,,,,1,,,,,,,,1,1,,,,,,2,,1,,,,,,,,1,,2,2,,1,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.4|Q9.3|Q9.5|Q9.6|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q10.12|Q10.7|Q10.10|Q10.6|Q10.13|Q10.14|Q10.5|Q10.11|Q10.15|Q10.9|Q10.8,EFSA_survey_05
R_XGkFsb511kwbUDD,Default Response Set,Anonymous,,,,0,3/26/2019 11:03,3/26/2019 11:14,1,1,1,Chrome,72.0.3626.121,Windows NT 10.0,1366x768,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,1,,1,,,,,,3,,1,11,7,11,9,9,9,11,10.528,20.272,21.16,7,,,,,,,,,,,,,1,3,1,2,2,1,9,10,10,9,10,9,4,8,1,,,,,,,,,,,,,,,,,1,1,0,0,19.5,0,1,0,0,11.96,0,1,0,0,50.527,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,6,2,10,9,4,1,8,4,10,,11,11,9,11,11,11,11,11,11,10,11,science based decision making,3.788,41.067,41.856,3,1,10,12,9,11,10,12,10,11,1,1,1,1,9,12,8,3,3,3,1,1,2,3,,,,,,,,,,,1,Environmental Science,,,1,1,,,,,,1,,,,,,,,,,1,,1,2,,2,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.7|Q9.5|Q9.6|Q9.2|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q10.5|Q10.8|Q10.6|Q10.9|Q10.13|Q10.11|Q10.7|Q10.15|Q10.14|Q10.12|Q10.10,EFSA_survey_05
R_12mSgGxdbBNjU8S,Default Response Set,Anonymous,,,,0,3/19/2019 11:49,3/19/2019 11:55,0,1,1,Chrome,72.0.3626.121,Windows NT 6.1,1920x1080,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,,,1,1,,,,,3,,1,10,10,10,,,,,0,0,7.445,0,,,,,,,,,,,,,1,2,1,6,2,1,6,6,6,6,6,6,8,4,2,1,1,0,0,12.826,0,1,0,0,11.95,0,1,0,0,31.573,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - low risk,,,Q9.1|Q9.6|Q9.4|Q9.3|Q9.7|Q9.2|Q9.5,,EFSA_survey_05
